Nuts_region_temp,NutsID,region_name,Temp_crop,Area_1989,Area_1999,Area_2009,Area_2019
111160156_União das freguesias de Grade e Carralcova_Sugarbeets,111160156,União das freguesias de Grade e Carralcova,Sugarbeets,0,0,0,0
111160156_União das freguesias de Grade e Carralcova_Industrial crops,111160156,União das freguesias de Grade e Carralcova,Industrial crops,0,0,0,0
111160156_União das freguesias de Grade e Carralcova_Fresh vegetables,111160156,União das freguesias de Grade e Carralcova,Fresh vegetables,0,0,0,1
111160156_União das freguesias de Grade e Carralcova_Flowers and ornamental plants,111160156,União das freguesias de Grade e Carralcova,Flowers and ornamental plants,0,0,0,0
111160156_União das freguesias de Grade e Carralcova_Other temporary crops,111160156,União das freguesias de Grade e Carralcova,Other temporary crops,25,10,0,0
111160157_União das freguesias de Guilhadeses e Santar_Cereals,111160157,União das freguesias de Guilhadeses e Santar,Cereals,95,47,17,11
111160157_União das freguesias de Guilhadeses e Santar_Dried pulses,111160157,União das freguesias de Guilhadeses e Santar,Dried pulses,44,4,1,2
111160157_União das freguesias de Guilhadeses e Santar_Temporary grasses and grazings,111160157,União das freguesias de Guilhadeses e Santar,Temporary grasses and grazings,9,36,14,1
111160157_União das freguesias de Guilhadeses e Santar_Fodder plants,111160157,União das freguesias de Guilhadeses e Santar,Fodder plants,136,46,29,20
111160157_União das freguesias de Guilhadeses e Santar_Potatoes,111160157,União das freguesias de Guilhadeses e Santar,Potatoes,6,1,3,0
111160157_União das freguesias de Guilhadeses e Santar_Sugarbeets,111160157,União das freguesias de Guilhadeses e Santar,Sugarbeets,0,0,0,0
111160157_União das freguesias de Guilhadeses e Santar_Industrial crops,111160157,União das freguesias de Guilhadeses e Santar,Industrial crops,0,0,0,0
111160157_União das freguesias de Guilhadeses e Santar_Fresh vegetables,111160157,União das freguesias de Guilhadeses e Santar,Fresh vegetables,0,1,0,0
111160157_União das freguesias de Guilhadeses e Santar_Flowers and ornamental plants,111160157,União das freguesias de Guilhadeses e Santar,Flowers and ornamental plants,0,0,0,0
111160157_União das freguesias de Guilhadeses e Santar_Other temporary crops,111160157,União das freguesias de Guilhadeses e Santar,Other temporary crops,34,6,0,0
111160158_União das freguesias de Jolda (Madalena) e Rio Cabrão_Cereals,111160158,União das freguesias de Jolda (Madalena) e Rio Cabrão,Cereals,92,59,26,13
111160158_União das freguesias de Jolda (Madalena) e Rio Cabrão_Dried pulses,111160158,União das freguesias de Jolda (Madalena) e Rio Cabrão,Dried pulses,50,7,0,0
111160158_União das freguesias de Jolda (Madalena) e Rio Cabrão_Temporary grasses and grazings,111160158,União das freguesias de Jolda (Madalena) e Rio Cabrão,Temporary grasses and grazings,72,13,3,0
111160158_União das freguesias de Jolda (Madalena) e Rio Cabrão_Fodder plants,111160158,União das freguesias de Jolda (Madalena) e Rio Cabrão,Fodder plants,123,66,55,15
111160158_União das freguesias de Jolda (Madalena) e Rio Cabrão_Potatoes,111160158,União das freguesias de Jolda (Madalena) e Rio Cabrão,Potatoes,4,7,2,0
111160158_União das freguesias de Jolda (Madalena) e Rio Cabrão_Sugarbeets,111160158,União das freguesias de Jolda (Madalena) e Rio Cabrão,Sugarbeets,0,0,0,0
111160158_União das freguesias de Jolda (Madalena) e Rio Cabrão_Industrial crops,111160158,União das freguesias de Jolda (Madalena) e Rio Cabrão,Industrial crops,0,0,0,0
111160158_União das freguesias de Jolda (Madalena) e Rio Cabrão_Fresh vegetables,111160158,União das freguesias de Jolda (Madalena) e Rio Cabrão,Fresh vegetables,0,0,1,0
111160158_União das freguesias de Jolda (Madalena) e Rio Cabrão_Flowers and ornamental plants,111160158,União das freguesias de Jolda (Madalena) e Rio Cabrão,Flowers and ornamental plants,0,0,0,0
111160158_União das freguesias de Jolda (Madalena) e Rio Cabrão_Other temporary crops,111160158,União das freguesias de Jolda (Madalena) e Rio Cabrão,Other temporary crops,26,1,0,0
111160159_União das freguesias de Padreiro (Salvador e Santa Cristina)_Cereals,111160159,União das freguesias de Padreiro (Salvador e Santa Cristina),Cereals,79,32,10,7
111160159_União das freguesias de Padreiro (Salvador e Santa Cristina)_Dried pulses,111160159,União das freguesias de Padreiro (Salvador e Santa Cristina),Dried pulses,23,3,1,0
111160159_União das freguesias de Padreiro (Salvador e Santa Cristina)_Temporary grasses and grazings,111160159,União das freguesias de Padreiro (Salvador e Santa Cristina),Temporary grasses and grazings,47,6,6,15
111160159_União das freguesias de Padreiro (Salvador e Santa Cristina)_Fodder plants,111160159,União das freguesias de Padreiro (Salvador e Santa Cristina),Fodder plants,86,33,13,33
111160159_União das freguesias de Padreiro (Salvador e Santa Cristina)_Potatoes,111160159,União das freguesias de Padreiro (Salvador e Santa Cristina),Potatoes,2,3,1,0
111160159_União das freguesias de Padreiro (Salvador e Santa Cristina)_Sugarbeets,111160159,União das freguesias de Padreiro (Salvador e Santa Cristina),Sugarbeets,0,0,0,0
111160159_União das freguesias de Padreiro (Salvador e Santa Cristina)_Industrial crops,111160159,União das freguesias de Padreiro (Salvador e Santa Cristina),Industrial crops,0,0,0,0
111160159_União das freguesias de Padreiro (Salvador e Santa Cristina)_Fresh vegetables,111160159,União das freguesias de Padreiro (Salvador e Santa Cristina),Fresh vegetables,1,0,0,0
111160159_União das freguesias de Padreiro (Salvador e Santa Cristina)_Flowers and ornamental plants,111160159,União das freguesias de Padreiro (Salvador e Santa Cristina),Flowers and ornamental plants,0,0,0,0
111160159_União das freguesias de Padreiro (Salvador e Santa Cristina)_Other temporary crops,111160159,União das freguesias de Padreiro (Salvador e Santa Cristina),Other temporary crops,23,0,0,0
111160160_União das freguesias de Portela e Extremo_Cereals,111160160,União das freguesias de Portela e Extremo,Cereals,59,32,17,4
111160160_União das freguesias de Portela e Extremo_Dried pulses,111160160,União das freguesias de Portela e Extremo,Dried pulses,33,6,1,0
111160160_União das freguesias de Portela e Extremo_Temporary grasses and grazings,111160160,União das freguesias de Portela e Extremo,Temporary grasses and grazings,44,13,23,0
111160160_União das freguesias de Portela e Extremo_Fodder plants,111160160,União das freguesias de Portela e Extremo,Fodder plants,80,43,23,5
111160160_União das freguesias de Portela e Extremo_Potatoes,111160160,União das freguesias de Portela e Extremo,Potatoes,4,4,0,0
111160160_União das freguesias de Portela e Extremo_Sugarbeets,111160160,União das freguesias de Portela e Extremo,Sugarbeets,0,0,0,0
111160160_União das freguesias de Portela e Extremo_Industrial crops,111160160,União das freguesias de Portela e Extremo,Industrial crops,0,0,0,0
111160160_União das freguesias de Portela e Extremo_Fresh vegetables,111160160,União das freguesias de Portela e Extremo,Fresh vegetables,0,2,0,0
111160160_União das freguesias de Portela e Extremo_Flowers and ornamental plants,111160160,União das freguesias de Portela e Extremo,Flowers and ornamental plants,0,0,0,0
111160160_União das freguesias de Portela e Extremo_Other temporary crops,111160160,União das freguesias de Portela e Extremo,Other temporary crops,7,2,2,0
111160161_União das freguesias de São Jorge e Ermelo_Cereals,111160161,União das freguesias de São Jorge e Ermelo,Cereals,143,48,30,11
111160161_União das freguesias de São Jorge e Ermelo_Dried pulses,111160161,União das freguesias de São Jorge e Ermelo,Dried pulses,78,9,2,0
111160161_União das freguesias de São Jorge e Ermelo_Temporary grasses and grazings,111160161,União das freguesias de São Jorge e Ermelo,Temporary grasses and grazings,59,23,34,4
111160161_União das freguesias de São Jorge e Ermelo_Fodder plants,111160161,União das freguesias de São Jorge e Ermelo,Fodder plants,185,39,39,10
111160161_União das freguesias de São Jorge e Ermelo_Potatoes,111160161,União das freguesias de São Jorge e Ermelo,Potatoes,5,3,5,1
111160161_União das freguesias de São Jorge e Ermelo_Sugarbeets,111160161,União das freguesias de São Jorge e Ermelo,Sugarbeets,0,0,0,0
111160161_União das freguesias de São Jorge e Ermelo_Industrial crops,111160161,União das freguesias de São Jorge e Ermelo,Industrial crops,0,0,0,0
111160161_União das freguesias de São Jorge e Ermelo_Fresh vegetables,111160161,União das freguesias de São Jorge e Ermelo,Fresh vegetables,0,0,0,0
111160161_União das freguesias de São Jorge e Ermelo_Flowers and ornamental plants,111160161,União das freguesias de São Jorge e Ermelo,Flowers and ornamental plants,0,0,0,0
111160161_União das freguesias de São Jorge e Ermelo_Other temporary crops,111160161,União das freguesias de São Jorge e Ermelo,Other temporary crops,65,18,0,0
111160162_União das freguesias de Souto e Tabaçô_Cereals,111160162,União das freguesias de Souto e Tabaçô,Cereals,75,58,27,13
111160162_União das freguesias de Souto e Tabaçô_Dried pulses,111160162,União das freguesias de Souto e Tabaçô,Dried pulses,30,7,1,0
111160162_União das freguesias de Souto e Tabaçô_Temporary grasses and grazings,111160162,União das freguesias de Souto e Tabaçô,Temporary grasses and grazings,1,38,25,1
111160162_União das freguesias de Souto e Tabaçô_Fodder plants,111160162,União das freguesias de Souto e Tabaçô,Fodder plants,90,57,35,18
111160162_União das freguesias de Souto e Tabaçô_Potatoes,111160162,União das freguesias de Souto e Tabaçô,Potatoes,7,2,4,0
111160162_União das freguesias de Souto e Tabaçô_Sugarbeets,111160162,União das freguesias de Souto e Tabaçô,Sugarbeets,0,0,0,0
111160162_União das freguesias de Souto e Tabaçô_Industrial crops,111160162,União das freguesias de Souto e Tabaçô,Industrial crops,0,0,0,0
111160162_União das freguesias de Souto e Tabaçô_Fresh vegetables,111160162,União das freguesias de Souto e Tabaçô,Fresh vegetables,0,0,0,0
111160162_União das freguesias de Souto e Tabaçô_Flowers and ornamental plants,111160162,União das freguesias de Souto e Tabaçô,Flowers and ornamental plants,0,0,0,0
111160162_União das freguesias de Souto e Tabaçô_Other temporary crops,111160162,União das freguesias de Souto e Tabaçô,Other temporary crops,25,12,0,0
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Cereals,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Cereals,161,79,37,13
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Dried pulses,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Dried pulses,98,9,1,0
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Temporary grasses and grazings,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Temporary grasses and grazings,22,52,35,23
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Fodder plants,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Fodder plants,167,77,45,16
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Potatoes,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Potatoes,15,7,3,2
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Sugarbeets,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Sugarbeets,0,0,0,0
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Industrial crops,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Industrial crops,0,0,0,0
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Fresh vegetables,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Fresh vegetables,1,1,1,1
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Flowers and ornamental plants,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Flowers and ornamental plants,0,0,0,0
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Other temporary crops,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Other temporary crops,79,5,0,0
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Cereals",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Cereals,93,61,27,8
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Dried pulses",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Dried pulses,52,7,2,0
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Temporary grasses and grazings",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Temporary grasses and grazings,105,69,20,14
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Fodder plants",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Fodder plants,125,54,51,7
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Potatoes",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Potatoes,5,4,2,1
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Sugarbeets",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Sugarbeets,0,0,0,0
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Industrial crops",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Industrial crops,0,0,0,0
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Fresh vegetables",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Fresh vegetables,0,0,0,0
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Flowers and ornamental plants",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Flowers and ornamental plants,0,3,0,0
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Other temporary crops",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Other temporary crops,19,23,3,0
111160201_Âncora_Cereals,111160201,Âncora,Cereals,97,23,10,8
111160201_Âncora_Dried pulses,111160201,Âncora,Dried pulses,27,1,0,0
111160201_Âncora_Temporary grasses and grazings,111160201,Âncora,Temporary grasses and grazings,41,1,2,1
111160201_Âncora_Fodder plants,111160201,Âncora,Fodder plants,146,42,10,9
111160201_Âncora_Potatoes,111160201,Âncora,Potatoes,8,2,1,1
111160201_Âncora_Sugarbeets,111160201,Âncora,Sugarbeets,0,0,0,0
111160201_Âncora_Industrial crops,111160201,Âncora,Industrial crops,0,0,0,0
111160201_Âncora_Fresh vegetables,111160201,Âncora,Fresh vegetables,1,0,0,0
111160201_Âncora_Flowers and ornamental plants,111160201,Âncora,Flowers and ornamental plants,0,0,0,1
111160201_Âncora_Other temporary crops,111160201,Âncora,Other temporary crops,20,0,0,0
111160205_Argela_Cereals,111160205,Argela,Cereals,69,24,15,3
111160205_Argela_Dried pulses,111160205,Argela,Dried pulses,13,1,1,0
111160205_Argela_Temporary grasses and grazings,111160205,Argela,Temporary grasses and grazings,10,2,5,4
111160205_Argela_Fodder plants,111160205,Argela,Fodder plants,3,49,29,5
111160205_Argela_Potatoes,111160205,Argela,Potatoes,5,2,1,0
111160205_Argela_Sugarbeets,111160205,Argela,Sugarbeets,0,0,0,0
111160205_Argela_Industrial crops,111160205,Argela,Industrial crops,0,0,0,0
111160205_Argela_Fresh vegetables,111160205,Argela,Fresh vegetables,0,0,0,0
111160205_Argela_Flowers and ornamental plants,111160205,Argela,Flowers and ornamental plants,0,0,0,0
111160205_Argela_Other temporary crops,111160205,Argela,Other temporary crops,88,8,0,0
111160209_Dem_Cereals,111160209,Dem,Cereals,50,24,11,5
111160209_Dem_Dried pulses,111160209,Dem,Dried pulses,5,2,1,0
111160209_Dem_Temporary grasses and grazings,111160209,Dem,Temporary grasses and grazings,34,0,3,2
111160209_Dem_Fodder plants,111160209,Dem,Fodder plants,58,21,14,2
111160209_Dem_Potatoes,111160209,Dem,Potatoes,6,3,2,1
111160209_Dem_Sugarbeets,111160209,Dem,Sugarbeets,0,0,0,0
111160209_Dem_Industrial crops,111160209,Dem,Industrial crops,0,0,0,0
111160209_Dem_Fresh vegetables,111160209,Dem,Fresh vegetables,0,0,0,0
111160209_Dem_Flowers and ornamental plants,111160209,Dem,Flowers and ornamental plants,0,0,0,0
111160209_Dem_Other temporary crops,111160209,Dem,Other temporary crops,3,7,0,0
111160211_Lanhelas_Cereals,111160211,Lanhelas,Cereals,19,11,1,2
111160211_Lanhelas_Dried pulses,111160211,Lanhelas,Dried pulses,1,1,0,0
111160211_Lanhelas_Temporary grasses and grazings,111160211,Lanhelas,Temporary grasses and grazings,5,0,0,0
111160211_Lanhelas_Fodder plants,111160211,Lanhelas,Fodder plants,4,5,6,3
111160211_Lanhelas_Potatoes,111160211,Lanhelas,Potatoes,3,2,1,0
111160211_Lanhelas_Sugarbeets,111160211,Lanhelas,Sugarbeets,0,0,0,0
111160211_Lanhelas_Industrial crops,111160211,Lanhelas,Industrial crops,0,0,0,0
111160211_Lanhelas_Fresh vegetables,111160211,Lanhelas,Fresh vegetables,0,0,0,0
111160211_Lanhelas_Flowers and ornamental plants,111160211,Lanhelas,Flowers and ornamental plants,0,0,0,0
111160211_Lanhelas_Other temporary crops,111160211,Lanhelas,Other temporary crops,15,1,0,0
111160214_Riba de Âncora_Cereals,111160214,Riba de Âncora,Cereals,99,39,33,13
111160214_Riba de Âncora_Dried pulses,111160214,Riba de Âncora,Dried pulses,37,4,0,0
111160214_Riba de Âncora_Temporary grasses and grazings,111160214,Riba de Âncora,Temporary grasses and grazings,40,0,7,5
111160214_Riba de Âncora_Fodder plants,111160214,Riba de Âncora,Fodder plants,124,53,31,15
111160214_Riba de Âncora_Potatoes,111160214,Riba de Âncora,Potatoes,10,5,1,2
111160214_Riba de Âncora_Sugarbeets,111160214,Riba de Âncora,Sugarbeets,0,0,0,0
111160214_Riba de Âncora_Industrial crops,111160214,Riba de Âncora,Industrial crops,0,0,0,0
111160214_Riba de Âncora_Fresh vegetables,111160214,Riba de Âncora,Fresh vegetables,0,0,0,2
111160214_Riba de Âncora_Flowers and ornamental plants,111160214,Riba de Âncora,Flowers and ornamental plants,0,0,0,0
