"NutsID","year","Cereals","Dried pulses","Temporary grasses and grazings","Fodder plants","Potatoes","Sugarbeets","Industrial crops","Fresh vegetables","Flowers and ornamental plants","Other temporary crops"
"119030743",1999,148,34,308,110,21,0,3,5,0,53
"119030744",1999,119,46,190,154,24,0,0,5,0,37
"119030801",1999,27,1,0,44,1,0,0,0,0,0
"119030804",1999,27,0,0,50,2,0,0,4,1,0
"119030806",1999,29,3,0,37,3,0,0,1,0,4
"119030807",1999,50,0,0,141,5,0,0,2,0,0
"119030808",1999,26,1,3,125,5,0,0,4,0,8
"119030812",1999,15,0,4,16,8,0,0,10,0,0
"119030813",1999,19,0,0,102,7,0,0,18,0,0
"119030815",1999,58,0,1,90,8,0,0,9,2,0
"119030820",1999,47,2,3,78,4,0,0,2,0,3
"119030821",1999,12,2,0,63,1,0,0,5,0,1
"119030823",1999,18,0,1,126,3,0,0,2,0,0
"119030824",1999,53,0,0,73,6,0,0,2,0,0
"119030827",1999,66,5,4,228,8,0,0,0,0,4
"119030828",1999,17,0,0,54,4,0,0,4,0,0
"119030830",1999,63,2,0,111,1,0,0,0,0,0
"119030831",1999,19,0,0,15,2,0,0,4,0,0
"119030832",1999,14,0,0,16,1,0,0,4,4,0
"119030835",1999,38,1,0,43,8,0,0,8,0,0
"119030836",1999,27,0,0,85,10,0,0,7,2,0
"119030837",1999,34,0,0,56,6,0,0,3,0,0
"119030838",1999,83,2,1,126,11,0,0,11,0,0
"119030840",1999,36,0,4,119,4,0,0,3,0,0
"119030842",1999,23,0,0,39,3,0,0,2,0,0
"119030850",1999,23,0,0,26,2,0,0,2,0,0
"119030854",1999,22,0,0,129,7,0,0,7,0,0
"119030857",1999,13,0,0,97,6,0,0,10,0,0
"119030858",1999,36,3,0,69,5,0,0,3,0,5
"119030865",1999,171,11,10,261,3,0,0,1,0,0
"119030866",1999,30,2,0,73,5,0,0,13,0,0
"119030868",1999,39,0,0,61,6,0,0,7,0,0
"119030871",1999,24,0,0,50,6,0,0,10,0,0
"119030875",1999,84,1,0,156,14,0,0,6,0,0
"119030876",1999,57,0,20,94,5,0,0,2,0,0
"119030877",1999,56,8,1,58,6,0,0,5,0,0
"119030878",1999,186,21,11,213,6,0,0,7,0,0
"119030879",1999,29,6,2,82,4,0,0,2,0,5
"119030880",1999,63,5,3,190,7,0,0,4,0,9
"119030881",1999,28,0,0,105,7,0,0,15,4,0
"119030882",1999,41,2,1,47,3,0,0,3,0,0
"119030883",1999,83,1,1,299,5,0,0,1,0,2
"119030884",1999,0,0,0,0,0,0,0,0,0,0
"119030885",1999,30,0,0,33,3,0,0,4,0,0
"119030886",1999,48,5,2,304,8,0,0,5,0,10
"119030887",1999,96,4,2,142,10,0,0,5,1,14
"119030888",1999,67,2,0,72,5,0,0,5,0,0
"119030889",1999,42,0,0,77,8,0,0,3,0,0
"119030890",1999,87,5,9,342,10,0,0,2,0,8
"119030891",1999,54,1,1,43,21,0,0,27,9,0
"119030906",1999,56,3,6,54,3,0,0,1,0,16
"119030908",1999,48,6,9,102,2,0,0,1,0,8
