Nuts_region_perm,NutsID,region_name,Perm_crop,Area_1989,Area_1999,Area_2009,Area_2019
"112030129_União das freguesias de Vilela, Seramil e Paredes Secas_Citrus plantations",112030129,"União das freguesias de Vilela, Seramil e Paredes Secas",Citrus plantations,16,10,11,15
"112030129_União das freguesias de Vilela, Seramil e Paredes Secas_Olive plantations",112030129,"União das freguesias de Vilela, Seramil e Paredes Secas",Olive plantations,15,5,13,0
"112030129_União das freguesias de Vilela, Seramil e Paredes Secas_Fresh fruit plantations (excluding citrus plantations)",112030129,"União das freguesias de Vilela, Seramil e Paredes Secas",Fresh fruit plantations (excluding citrus plantations),3,9,3,5
"112030129_União das freguesias de Vilela, Seramil e Paredes Secas_Fruit plantations (subtropical climate zones)",112030129,"União das freguesias de Vilela, Seramil e Paredes Secas",Fruit plantations (subtropical climate zones),0,2,2,3
"112030129_União das freguesias de Vilela, Seramil e Paredes Secas_Nuts plantations",112030129,"União das freguesias de Vilela, Seramil e Paredes Secas",Nuts plantations,2,0,1,1
"112030129_União das freguesias de Vilela, Seramil e Paredes Secas_Vineyards",112030129,"União das freguesias de Vilela, Seramil e Paredes Secas",Vineyards,52,45,39,23
"112030129_União das freguesias de Vilela, Seramil e Paredes Secas_Other permanent crops",112030129,"União das freguesias de Vilela, Seramil e Paredes Secas",Other permanent crops,0,0,0,0
112030201_Abade de Neiva_Citrus plantations,112030201,Abade de Neiva,Citrus plantations,0,2,0,0
112030201_Abade de Neiva_Olive plantations,112030201,Abade de Neiva,Olive plantations,2,0,0,0
112030201_Abade de Neiva_Fresh fruit plantations (excluding citrus plantations),112030201,Abade de Neiva,Fresh fruit plantations (excluding citrus plantations),7,2,0,0
112030201_Abade de Neiva_Fruit plantations (subtropical climate zones),112030201,Abade de Neiva,Fruit plantations (subtropical climate zones),0,0,0,0
112030201_Abade de Neiva_Nuts plantations,112030201,Abade de Neiva,Nuts plantations,0,0,1,1
112030201_Abade de Neiva_Vineyards,112030201,Abade de Neiva,Vineyards,42,28,10,12
112030201_Abade de Neiva_Other permanent crops,112030201,Abade de Neiva,Other permanent crops,0,5,0,0
112030202_Aborim_Citrus plantations,112030202,Aborim,Citrus plantations,0,0,0,0
112030202_Aborim_Olive plantations,112030202,Aborim,Olive plantations,0,0,0,0
112030202_Aborim_Fresh fruit plantations (excluding citrus plantations),112030202,Aborim,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
112030202_Aborim_Fruit plantations (subtropical climate zones),112030202,Aborim,Fruit plantations (subtropical climate zones),0,0,0,0
112030202_Aborim_Nuts plantations,112030202,Aborim,Nuts plantations,0,0,0,0
112030202_Aborim_Vineyards,112030202,Aborim,Vineyards,9,8,2,4
112030202_Aborim_Other permanent crops,112030202,Aborim,Other permanent crops,0,0,0,0
112030203_Adães_Citrus plantations,112030203,Adães,Citrus plantations,0,0,0,1
112030203_Adães_Olive plantations,112030203,Adães,Olive plantations,0,0,0,0
112030203_Adães_Fresh fruit plantations (excluding citrus plantations),112030203,Adães,Fresh fruit plantations (excluding citrus plantations),3,0,1,0
112030203_Adães_Fruit plantations (subtropical climate zones),112030203,Adães,Fruit plantations (subtropical climate zones),0,0,0,5
112030203_Adães_Nuts plantations,112030203,Adães,Nuts plantations,0,1,0,1
112030203_Adães_Vineyards,112030203,Adães,Vineyards,20,12,8,6
112030203_Adães_Other permanent crops,112030203,Adães,Other permanent crops,0,0,0,0
112030205_Airó_Citrus plantations,112030205,Airó,Citrus plantations,1,0,0,0
112030205_Airó_Olive plantations,112030205,Airó,Olive plantations,1,0,0,0
112030205_Airó_Fresh fruit plantations (excluding citrus plantations),112030205,Airó,Fresh fruit plantations (excluding citrus plantations),3,0,0,0
112030205_Airó_Fruit plantations (subtropical climate zones),112030205,Airó,Fruit plantations (subtropical climate zones),0,0,0,0
112030205_Airó_Nuts plantations,112030205,Airó,Nuts plantations,0,0,0,0
112030205_Airó_Vineyards,112030205,Airó,Vineyards,32,10,9,4
112030205_Airó_Other permanent crops,112030205,Airó,Other permanent crops,0,0,0,0
112030206_Aldreu_Citrus plantations,112030206,Aldreu,Citrus plantations,0,0,0,0
112030206_Aldreu_Olive plantations,112030206,Aldreu,Olive plantations,0,0,0,0
112030206_Aldreu_Fresh fruit plantations (excluding citrus plantations),112030206,Aldreu,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
112030206_Aldreu_Fruit plantations (subtropical climate zones),112030206,Aldreu,Fruit plantations (subtropical climate zones),0,0,0,0
112030206_Aldreu_Nuts plantations,112030206,Aldreu,Nuts plantations,0,0,0,0
112030206_Aldreu_Vineyards,112030206,Aldreu,Vineyards,21,12,6,2
112030206_Aldreu_Other permanent crops,112030206,Aldreu,Other permanent crops,0,0,0,0
112030208_Alvelos_Citrus plantations,112030208,Alvelos,Citrus plantations,0,0,0,0
112030208_Alvelos_Olive plantations,112030208,Alvelos,Olive plantations,0,0,0,0
112030208_Alvelos_Fresh fruit plantations (excluding citrus plantations),112030208,Alvelos,Fresh fruit plantations (excluding citrus plantations),1,0,0,0
112030208_Alvelos_Fruit plantations (subtropical climate zones),112030208,Alvelos,Fruit plantations (subtropical climate zones),0,2,0,0
112030208_Alvelos_Nuts plantations,112030208,Alvelos,Nuts plantations,0,0,0,0
112030208_Alvelos_Vineyards,112030208,Alvelos,Vineyards,31,15,8,1
112030208_Alvelos_Other permanent crops,112030208,Alvelos,Other permanent crops,0,0,0,0
112030209_Arcozelo_Citrus plantations,112030209,Arcozelo,Citrus plantations,0,0,0,0
112030209_Arcozelo_Olive plantations,112030209,Arcozelo,Olive plantations,0,0,0,0
112030209_Arcozelo_Fresh fruit plantations (excluding citrus plantations),112030209,Arcozelo,Fresh fruit plantations (excluding citrus plantations),6,1,0,6
112030209_Arcozelo_Fruit plantations (subtropical climate zones),112030209,Arcozelo,Fruit plantations (subtropical climate zones),0,0,0,0
112030209_Arcozelo_Nuts plantations,112030209,Arcozelo,Nuts plantations,0,0,0,0
112030209_Arcozelo_Vineyards,112030209,Arcozelo,Vineyards,9,3,1,0
112030209_Arcozelo_Other permanent crops,112030209,Arcozelo,Other permanent crops,0,0,0,0
112030210_Areias_Citrus plantations,112030210,Areias,Citrus plantations,0,0,0,0
112030210_Areias_Olive plantations,112030210,Areias,Olive plantations,0,0,0,0
112030210_Areias_Fresh fruit plantations (excluding citrus plantations),112030210,Areias,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
112030210_Areias_Fruit plantations (subtropical climate zones),112030210,Areias,Fruit plantations (subtropical climate zones),0,0,0,0
112030210_Areias_Nuts plantations,112030210,Areias,Nuts plantations,0,0,0,0
112030210_Areias_Vineyards,112030210,Areias,Vineyards,7,4,6,15
112030210_Areias_Other permanent crops,112030210,Areias,Other permanent crops,0,0,0,0
112030212_Balugães_Citrus plantations,112030212,Balugães,Citrus plantations,0,0,0,0
112030212_Balugães_Olive plantations,112030212,Balugães,Olive plantations,0,0,0,0
112030212_Balugães_Fresh fruit plantations (excluding citrus plantations),112030212,Balugães,Fresh fruit plantations (excluding citrus plantations),4,0,0,0
112030212_Balugães_Fruit plantations (subtropical climate zones),112030212,Balugães,Fruit plantations (subtropical climate zones),0,0,0,0
112030212_Balugães_Nuts plantations,112030212,Balugães,Nuts plantations,0,0,0,0
112030212_Balugães_Vineyards,112030212,Balugães,Vineyards,19,8,3,2
112030212_Balugães_Other permanent crops,112030212,Balugães,Other permanent crops,0,0,0,0
112030213_Barcelinhos_Citrus plantations,112030213,Barcelinhos,Citrus plantations,0,0,0,0
112030213_Barcelinhos_Olive plantations,112030213,Barcelinhos,Olive plantations,0,0,0,0
112030213_Barcelinhos_Fresh fruit plantations (excluding citrus plantations),112030213,Barcelinhos,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
112030213_Barcelinhos_Fruit plantations (subtropical climate zones),112030213,Barcelinhos,Fruit plantations (subtropical climate zones),0,0,0,0
112030213_Barcelinhos_Nuts plantations,112030213,Barcelinhos,Nuts plantations,0,0,0,0
112030213_Barcelinhos_Vineyards,112030213,Barcelinhos,Vineyards,13,12,2,1
112030213_Barcelinhos_Other permanent crops,112030213,Barcelinhos,Other permanent crops,0,0,0,0
112030215_Barqueiros_Citrus plantations,112030215,Barqueiros,Citrus plantations,0,0,0,0
112030215_Barqueiros_Olive plantations,112030215,Barqueiros,Olive plantations,0,0,0,0
112030215_Barqueiros_Fresh fruit plantations (excluding citrus plantations),112030215,Barqueiros,Fresh fruit plantations (excluding citrus plantations),3,1,0,5
112030215_Barqueiros_Fruit plantations (subtropical climate zones),112030215,Barqueiros,Fruit plantations (subtropical climate zones),0,1,0,0
112030215_Barqueiros_Nuts plantations,112030215,Barqueiros,Nuts plantations,0,0,0,1
112030215_Barqueiros_Vineyards,112030215,Barqueiros,Vineyards,30,18,3,1
112030215_Barqueiros_Other permanent crops,112030215,Barqueiros,Other permanent crops,0,0,0,0
112030216_Cambeses_Citrus plantations,112030216,Cambeses,Citrus plantations,0,0,0,0
112030216_Cambeses_Olive plantations,112030216,Cambeses,Olive plantations,0,0,0,0
112030216_Cambeses_Fresh fruit plantations (excluding citrus plantations),112030216,Cambeses,Fresh fruit plantations (excluding citrus plantations),3,2,0,0
112030216_Cambeses_Fruit plantations (subtropical climate zones),112030216,Cambeses,Fruit plantations (subtropical climate zones),1,2,1,0
112030216_Cambeses_Nuts plantations,112030216,Cambeses,Nuts plantations,0,0,0,0
112030216_Cambeses_Vineyards,112030216,Cambeses,Vineyards,24,15,8,6
112030216_Cambeses_Other permanent crops,112030216,Cambeses,Other permanent crops,0,0,0,0
112030218_Carapeços_Citrus plantations,112030218,Carapeços,Citrus plantations,0,0,0,1
112030218_Carapeços_Olive plantations,112030218,Carapeços,Olive plantations,0,0,0,0
112030218_Carapeços_Fresh fruit plantations (excluding citrus plantations),112030218,Carapeços,Fresh fruit plantations (excluding citrus plantations),0,0,1,0
112030218_Carapeços_Fruit plantations (subtropical climate zones),112030218,Carapeços,Fruit plantations (subtropical climate zones),0,0,0,0
112030218_Carapeços_Nuts plantations,112030218,Carapeços,Nuts plantations,0,0,1,1
112030218_Carapeços_Vineyards,112030218,Carapeços,Vineyards,33,20,9,6
112030218_Carapeços_Other permanent crops,112030218,Carapeços,Other permanent crops,0,0,0,0
112030220_Carvalhal_Citrus plantations,112030220,Carvalhal,Citrus plantations,0,1,0,0
112030220_Carvalhal_Olive plantations,112030220,Carvalhal,Olive plantations,0,0,0,0
112030220_Carvalhal_Fresh fruit plantations (excluding citrus plantations),112030220,Carvalhal,Fresh fruit plantations (excluding citrus plantations),2,0,0,0
112030220_Carvalhal_Fruit plantations (subtropical climate zones),112030220,Carvalhal,Fruit plantations (subtropical climate zones),0,0,0,0
112030220_Carvalhal_Nuts plantations,112030220,Carvalhal,Nuts plantations,0,0,0,0
112030220_Carvalhal_Vineyards,112030220,Carvalhal,Vineyards,24,9,2,0
112030220_Carvalhal_Other permanent crops,112030220,Carvalhal,Other permanent crops,0,0,0,0
112030221_Carvalhas_Citrus plantations,112030221,Carvalhas,Citrus plantations,0,0,0,0
112030221_Carvalhas_Olive plantations,112030221,Carvalhas,Olive plantations,0,0,0,0
112030221_Carvalhas_Fresh fruit plantations (excluding citrus plantations),112030221,Carvalhas,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
112030221_Carvalhas_Fruit plantations (subtropical climate zones),112030221,Carvalhas,Fruit plantations (subtropical climate zones),0,0,0,0
112030221_Carvalhas_Nuts plantations,112030221,Carvalhas,Nuts plantations,0,0,0,0
112030221_Carvalhas_Vineyards,112030221,Carvalhas,Vineyards,9,12,9,4
112030221_Carvalhas_Other permanent crops,112030221,Carvalhas,Other permanent crops,0,0,0,0
112030224_Cossourado_Citrus plantations,112030224,Cossourado,Citrus plantations,0,1,0,0
112030224_Cossourado_Olive plantations,112030224,Cossourado,Olive plantations,0,3,0,2
112030224_Cossourado_Fresh fruit plantations (excluding citrus plantations),112030224,Cossourado,Fresh fruit plantations (excluding citrus plantations),6,2,0,3
112030224_Cossourado_Fruit plantations (subtropical climate zones),112030224,Cossourado,Fruit plantations (subtropical climate zones),0,0,0,0
112030224_Cossourado_Nuts plantations,112030224,Cossourado,Nuts plantations,0,0,0,2
112030224_Cossourado_Vineyards,112030224,Cossourado,Vineyards,53,30,9,13
112030224_Cossourado_Other permanent crops,112030224,Cossourado,Other permanent crops,0,0,0,1
112030228_Cristelo_Citrus plantations,112030228,Cristelo,Citrus plantations,0,0,0,2
112030228_Cristelo_Olive plantations,112030228,Cristelo,Olive plantations,0,0,0,1
112030228_Cristelo_Fresh fruit plantations (excluding citrus plantations),112030228,Cristelo,Fresh fruit plantations (excluding citrus plantations),1,0,0,0
112030228_Cristelo_Fruit plantations (subtropical climate zones),112030228,Cristelo,Fruit plantations (subtropical climate zones),0,0,0,0
112030228_Cristelo_Nuts plantations,112030228,Cristelo,Nuts plantations,0,0,0,0
112030228_Cristelo_Vineyards,112030228,Cristelo,Vineyards,46,16,5,4
112030228_Cristelo_Other permanent crops,112030228,Cristelo,Other permanent crops,0,0,0,0
112030234_Fornelos_Citrus plantations,112030234,Fornelos,Citrus plantations,0,0,0,0
112030234_Fornelos_Olive plantations,112030234,Fornelos,Olive plantations,0,0,0,0
112030234_Fornelos_Fresh fruit plantations (excluding citrus plantations),112030234,Fornelos,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
112030234_Fornelos_Fruit plantations (subtropical climate zones),112030234,Fornelos,Fruit plantations (subtropical climate zones),0,0,1,0
112030234_Fornelos_Nuts plantations,112030234,Fornelos,Nuts plantations,0,0,0,0
112030234_Fornelos_Vineyards,112030234,Fornelos,Vineyards,23,12,6,2
112030234_Fornelos_Other permanent crops,112030234,Fornelos,Other permanent crops,0,0,0,0
112030235_Fragoso_Citrus plantations,112030235,Fragoso,Citrus plantations,0,1,0,0
112030235_Fragoso_Olive plantations,112030235,Fragoso,Olive plantations,0,1,0,2
112030235_Fragoso_Fresh fruit plantations (excluding citrus plantations),112030235,Fragoso,Fresh fruit plantations (excluding citrus plantations),2,1,0,0
112030235_Fragoso_Fruit plantations (subtropical climate zones),112030235,Fragoso,Fruit plantations (subtropical climate zones),0,0,0,0
112030235_Fragoso_Nuts plantations,112030235,Fragoso,Nuts plantations,0,1,1,0
112030235_Fragoso_Vineyards,112030235,Fragoso,Vineyards,45,37,10,8
112030235_Fragoso_Other permanent crops,112030235,Fragoso,Other permanent crops,0,0,0,0
112030237_Gilmonde_Citrus plantations,112030237,Gilmonde,Citrus plantations,1,0,0,0
112030237_Gilmonde_Olive plantations,112030237,Gilmonde,Olive plantations,0,0,0,0
112030237_Gilmonde_Fresh fruit plantations (excluding citrus plantations),112030237,Gilmonde,Fresh fruit plantations (excluding citrus plantations),0,1,0,0
112030237_Gilmonde_Fruit plantations (subtropical climate zones),112030237,Gilmonde,Fruit plantations (subtropical climate zones),0,0,0,0
112030237_Gilmonde_Nuts plantations,112030237,Gilmonde,Nuts plantations,0,0,0,0
